study,seed,criterion,interpretation,candidate,weight
biochemical_haldane,13,gic_evid,equal_prior_posterior_approximation,ude_mm,0.00638415776630152
biochemical_haldane,14,gic_pred,predictive_support,haldane,0.4216494404169733
biochemical_haldane,14,gic_pred,predictive_support,mm,7.621153422015376e-38
biochemical_haldane,14,gic_pred,predictive_support,neural_rate,4.151385324940423e-06
biochemical_haldane,14,gic_pred,predictive_support,ude_mm,0.5783464081977018
biochemical_haldane,14,gic_evid,equal_prior_posterior_approximation,haldane,0.9665253282525694
biochemical_haldane,14,gic_evid,equal_prior_posterior_approximation,mm,1.8128458544166824e-40
biochemical_haldane,14,gic_evid,equal_prior_posterior_approximation,neural_rate,4.2158255769949673e-22
biochemical_haldane,14,gic_evid,equal_prior_posterior_approximation,ude_mm,0.03347467174743064
biochemical_haldane,15,gic_pred,predictive_support,haldane,0.4843479035147909
biochemical_haldane,15,gic_pred,predictive_support,mm,6.745138377427219e-31
biochemical_haldane,15,gic_pred,predictive_support,neural_rate,0.00028559063885810277
biochemical_haldane,15,gic_pred,predictive_support,ude_mm,0.5153665058463509
biochemical_haldane,15,gic_evid,equal_prior_posterior_approximation,haldane,0.9832858201506394
biochemical_haldane,15,gic_evid,equal_prior_posterior_approximation,mm,1.3095452954231252e-32
biochemical_haldane,15,gic_evid,equal_prior_posterior_approximation,neural_rate,4.2008403982070625e-20
biochemical_haldane,15,gic_evid,equal_prior_posterior_approximation,ude_mm,0.01671417984936067
biochemical_haldane,16,gic_pred,predictive_support,haldane,0.6059380938730556
biochemical_haldane,16,gic_pred,predictive_support,mm,5.428385418365073e-44
biochemical_haldane,16,gic_pred,predictive_support,neural_rate,7.571961253736672e-59
biochemical_haldane,16,gic_pred,predictive_support,ude_mm,0.39406190612694436
biochemical_haldane,16,gic_evid,equal_prior_posterior_approximation,haldane,0.9849710018309088
biochemical_haldane,16,gic_evid,equal_prior_posterior_approximation,mm,1.0021030861451236e-46
biochemical_haldane,16,gic_evid,equal_prior_posterior_approximation,neural_rate,5.156432326694727e-76
biochemical_haldane,16,gic_evid,equal_prior_posterior_approximation,ude_mm,0.015028998169091201
biochemical_haldane,17,gic_pred,predictive_support,haldane,0.32753597558661673
biochemical_haldane,17,gic_pred,predictive_support,mm,1.8406234636359355e-26
biochemical_haldane,17,gic_pred,predictive_support,neural_rate,4.495165259338194e-05
biochemical_haldane,17,gic_pred,predictive_support,ude_mm,0.6724190727607898
biochemical_haldane,17,gic_evid,equal_prior_posterior_approximation,haldane,0.9316464704020035
biochemical_haldane,17,gic_evid,equal_prior_posterior_approximation,mm,8.278142941123783e-29
biochemical_haldane,17,gic_evid,equal_prior_posterior_approximation,neural_rate,1.0598048713115366e-18
biochemical_haldane,17,gic_evid,equal_prior_posterior_approximation,ude_mm,0.06835352959799657
biochemical_haldane,18,gic_pred,predictive_support,haldane,0.4383525433524861
biochemical_haldane,18,gic_pred,predictive_support,mm,3.928517343854549e-26
biochemical_haldane,18,gic_pred,predictive_support,neural_rate,1.1541516928507402e-06
biochemical_haldane,18,gic_pred,predictive_support,ude_mm,0.561646302495821
biochemical_haldane,18,gic_evid,equal_prior_posterior_approximation,haldane,0.9414997582308087
biochemical_haldane,18,gic_evid,equal_prior_posterior_approximation,mm,1.4708533111188869e-28
biochemical_haldane,18,gic_evid,equal_prior_posterior_approximation,neural_rate,6.020071222288919e-22
biochemical_haldane,18,gic_evid,equal_prior_posterior_approximation,ude_mm,0.05850024176919132
biochemical_haldane,19,gic_pred,predictive_support,haldane,0.352693342794229
biochemical_haldane,19,gic_pred,predictive_support,mm,8.091719635893177e-28
biochemical_haldane,19,gic_pred,predictive_support,neural_rate,4.9582947918451646e-05
biochemical_haldane,19,gic_pred,predictive_support,ude_mm,0.6472570742578526
biochemical_haldane,19,gic_evid,equal_prior_posterior_approximation,haldane,0.967558329373539
biochemical_haldane,19,gic_evid,equal_prior_posterior_approximation,mm,3.792504769478456e-30
biochemical_haldane,19,gic_evid,equal_prior_posterior_approximation,neural_rate,1.3292644827901021e-20
biochemical_haldane,19,gic_evid,equal_prior_posterior_approximation,ude_mm,0.032441670626460986
biochemical_haldane,20,gic_pred,predictive_support,haldane,0.6813802707334632
biochemical_haldane,20,gic_pred,predictive_support,mm,5.60626935508541e-39
biochemical_haldane,20,gic_pred,predictive_support,neural_rate,0.0012406032385155678
biochemical_haldane,20,gic_pred,predictive_support,ude_mm,0.3173791260280212
biochemical_haldane,20,gic_evid,equal_prior_posterior_approximation,haldane,0.9891171265526713
biochemical_haldane,20,gic_evid,equal_prior_posterior_approximation,mm,1.6466846117714932e-41
biochemical_haldane,20,gic_evid,equal_prior_posterior_approximation,neural_rate,1.5530460039729697e-18
biochemical_haldane,20,gic_evid,equal_prior_posterior_approximation,ude_mm,0.010882873447328816
biochemical_haldane,21,gic_pred,predictive_support,haldane,0.7610567875717184
biochemical_haldane,21,gic_pred,predictive_support,mm,3.8462681777898e-33
biochemical_haldane,21,gic_pred,predictive_support,neural_rate,0.00021465133462796512
biochemical_haldane,21,gic_pred,predictive_support,ude_mm,0.23872856109365365
biochemical_haldane,21,gic_evid,equal_prior_posterior_approximation,haldane,0.9899690071756158
biochemical_haldane,21,gic_evid,equal_prior_posterior_approximation,mm,1.0164515017354142e-35
biochemical_haldane,21,gic_evid,equal_prior_posterior_approximation,neural_rate,2.2425784609386546e-19
biochemical_haldane,21,gic_evid,equal_prior_posterior_approximation,ude_mm,0.010030992824384258
biochemical_haldane,22,gic_pred,predictive_support,haldane,0.6341690834304798
biochemical_haldane,22,gic_pred,predictive_support,mm,2.28031021410631e-34
biochemical_haldane,22,gic_pred,predictive_support,neural_rate,1.712677389287749e-06
biochemical_haldane,22,gic_pred,predictive_support,ude_mm,0.3658292038921308
biochemical_haldane,22,gic_evid,equal_prior_posterior_approximation,haldane,0.9816857316999397
biochemical_haldane,22,gic_evid,equal_prior_posterior_approximation,mm,6.579449893423779e-37
biochemical_haldane,22,gic_evid,equal_prior_posterior_approximation,neural_rate,2.204519720827227e-24
biochemical_haldane,22,gic_evid,equal_prior_posterior_approximation,ude_mm,0.018314268300060388
biochemical_haldane,23,gic_pred,predictive_support,haldane,0.5339618729960749
biochemical_haldane,23,gic_pred,predictive_support,mm,9.499005191748498e-29
biochemical_haldane,23,gic_pred,predictive_support,neural_rate,3.547792280087547e-05
biochemical_haldane,23,gic_pred,predictive_support,ude_mm,0.46600264908112415
biochemical_haldane,23,gic_evid,equal_prior_posterior_approximation,haldane,0.9685105332264791
biochemical_haldane,23,gic_evid,equal_prior_posterior_approximation,mm,1.9756455126551948e-31
biochemical_haldane,23,gic_evid,equal_prior_posterior_approximation,neural_rate,7.79081747150276e-20
biochemical_haldane,23,gic_evid,equal_prior_posterior_approximation,ude_mm,0.031489466773520935
biochemical_haldane,24,gic_pred,predictive_support,haldane,0.6852766608370683
biochemical_haldane,24,gic_pred,predictive_support,mm,3.25510662206342e-36
biochemical_haldane,24,gic_pred,predictive_support,neural_rate,1.6875270006193265e-44
biochemical_haldane,24,gic_pred,predictive_support,ude_mm,0.31472333916293166
biochemical_haldane,24,gic_evid,equal_prior_posterior_approximation,haldane,0.986848180206869
biochemical_haldane,24,gic_evid,equal_prior_posterior_approximation,mm,1.0199689004673561e-38
biochemical_haldane,24,gic_evid,equal_prior_posterior_approximation,neural_rate,6.799242041433544e-70
biochemical_haldane,24,gic_evid,equal_prior_posterior_approximation,ude_mm,0.013151819793130947
biochemical_haldane,25,gic_pred,predictive_support,haldane,0.7095384499879706
biochemical_haldane,25,gic_pred,predictive_support,mm,1.098087161025093e-35
biochemical_haldane,25,gic_pred,predictive_support,neural_rate,6.653910896760899e-05
biochemical_haldane,25,gic_pred,predictive_support,ude_mm,0.29039501090306186
biochemical_haldane,25,gic_evid,equal_prior_posterior_approximation,haldane,0.9930365965397336
biochemical_haldane,25,gic_evid,equal_prior_posterior_approximation,mm,3.356356412249238e-38
biochemical_haldane,25,gic_evid,equal_prior_posterior_approximation,neural_rate,4.733953082431787e-22
biochemical_haldane,25,gic_evid,equal_prior_posterior_approximation,ude_mm,0.006963403460266489
biochemical_haldane,26,gic_pred,predictive_support,haldane,0.6819830843197445
biochemical_haldane,26,gic_pred,predictive_support,mm,6.987654509747529e-41
biochemical_haldane,26,gic_pred,predictive_support,neural_rate,0.006587604796162542
biochemical_haldane,26,gic_pred,predictive_support,ude_mm,0.31142931088409287
biochemical_haldane,26,gic_evid,equal_prior_posterior_approximation,haldane,0.9900448917214741
biochemical_haldane,26,gic_evid,equal_prior_posterior_approximation,mm,1.7327727714497249e-43
biochemical_haldane,26,gic_evid,equal_prior_posterior_approximation,neural_rate,1.073133426636779e-17
biochemical_haldane,26,gic_evid,equal_prior_posterior_approximation,ude_mm,0.009955108278525748
biochemical_haldane,27,gic_pred,predictive_support,haldane,0.3190943365768442
biochemical_haldane,27,gic_pred,predictive_support,mm,1.608970866290673e-30
biochemical_haldane,27,gic_pred,predictive_support,neural_rate,0.0001821875699048281
biochemical_haldane,27,gic_pred,predictive_support,ude_mm,0.680723475853251
biochemical_haldane,27,gic_evid,equal_prior_posterior_approximation,haldane,0.9761879161898924
biochemical_haldane,27,gic_evid,equal_prior_posterior_approximation,mm,1.3321124188838963e-32
biochemical_haldane,27,gic_evid,equal_prior_posterior_approximation,neural_rate,5.092987106926034e-19
biochemical_haldane,27,gic_evid,equal_prior_posterior_approximation,ude_mm,0.023812083810107573
biochemical_haldane,28,gic_pred,predictive_support,haldane,0.12083651899750068
biochemical_haldane,28,gic_pred,predictive_support,mm,4.325445255886092e-34
biochemical_haldane,28,gic_pred,predictive_support,neural_rate,0.5337841581586124
biochemical_haldane,28,gic_pred,predictive_support,ude_mm,0.34537932284388695
biochemical_haldane,28,gic_evid,equal_prior_posterior_approximation,haldane,0.9678816905643538
biochemical_haldane,28,gic_evid,equal_prior_posterior_approximation,mm,1.9633569164876424e-35
biochemical_haldane,28,gic_evid,equal_prior_posterior_approximation,neural_rate,2.06937417142468e-12
biochemical_haldane,28,gic_evid,equal_prior_posterior_approximation,ude_mm,0.03211830943357679
biochemical_haldane,29,gic_pred,predictive_support,haldane,0.6502922336287864
biochemical_haldane,29,gic_pred,predictive_support,mm,5.182089826121414e-33
biochemical_haldane,29,gic_pred,predictive_support,neural_rate,3.338146642170962e-32
biochemical_haldane,29,gic_pred,predictive_support,ude_mm,0.3497077663712137
biochemical_haldane,29,gic_evid,equal_prior_posterior_approximation,haldane,0.9869561149512583
biochemical_haldane,29,gic_evid,equal_prior_posterior_approximation,mm,1.111618170108635e-35
biochemical_haldane,29,gic_evid,equal_prior_posterior_approximation,neural_rate,1.405104860801533e-57
biochemical_haldane,29,gic_evid,equal_prior_posterior_approximation,ude_mm,0.013043885048741754
biochemical_ude,0,gic_pred,predictive_support,haldane,0.0010661760705236436
biochemical_ude,0,gic_pred,predictive_support,mm,0.005698900335807408
biochemical_ude,0,gic_pred,predictive_support,neural_rate,0.006384442707937126
biochemical_ude,0,gic_pred,predictive_support,ude_mm,0.9868504808857319
biochemical_ude,0,gic_evid,equal_prior_posterior_approximation,haldane,0.00048067365657028597
biochemical_ude,0,gic_evid,equal_prior_posterior_approximation,mm,0.07634743208470278
biochemical_ude,0,gic_evid,equal_prior_posterior_approximation,neural_rate,7.4264678246735e-11
biochemical_ude,0,gic_evid,equal_prior_posterior_approximation,ude_mm,0.9231718941844622
biochemical_ude,1,gic_pred,predictive_support,haldane,0.21729026227186493
biochemical_ude,1,gic_pred,predictive_support,mm,0.4086241621559661
biochemical_ude,1,gic_pred,predictive_support,neural_rate,0.003159118535581694
biochemical_ude,1,gic_pred,predictive_support,ude_mm,0.3709264570365873
biochemical_ude,1,gic_evid,equal_prior_posterior_approximation,haldane,0.016987825564757537
biochemical_ude,1,gic_evid,equal_prior_posterior_approximation,mm,0.5302064557186019
biochemical_ude,1,gic_evid,equal_prior_posterior_approximation,neural_rate,3.898108159908597e-12
biochemical_ude,1,gic_evid,equal_prior_posterior_approximation,ude_mm,0.4528057187127425
biochemical_ude,2,gic_pred,predictive_support,haldane,0.11325938213289648
biochemical_ude,2,gic_pred,predictive_support,mm,0.367821931821781
biochemical_ude,2,gic_pred,predictive_support,neural_rate,0.008937475452892274
biochemical_ude,2,gic_pred,predictive_support,ude_mm,0.5099812105924302
biochemical_ude,2,gic_evid,equal_prior_posterior_approximation,haldane,0.007988684125050433
biochemical_ude,2,gic_evid,equal_prior_posterior_approximation,mm,0.5560308134497102
biochemical_ude,2,gic_evid,equal_prior_posterior_approximation,neural_rate,1.1186599865609639e-11
biochemical_ude,2,gic_evid,equal_prior_posterior_approximation,ude_mm,0.43598050241405273
biochemical_ude,3,gic_pred,predictive_support,haldane,0.18597798874803867
biochemical_ude,3,gic_pred,predictive_support,mm,0.4335965271843868
biochemical_ude,3,gic_pred,predictive_support,neural_rate,0.002950904129571456
biochemical_ude,3,gic_pred,predictive_support,ude_mm,0.377474579938003
biochemical_ude,3,gic_evid,equal_prior_posterior_approximation,haldane,0.013808256659614746
biochemical_ude,3,gic_evid,equal_prior_posterior_approximation,mm,0.5733191408170695
biochemical_ude,3,gic_evid,equal_prior_posterior_approximation,neural_rate,1.7509588439269417e-12
biochemical_ude,3,gic_evid,equal_prior_posterior_approximation,ude_mm,0.4128726025215648
biochemical_ude,4,gic_pred,predictive_support,haldane,0.011130795084565617
biochemical_ude,4,gic_pred,predictive_support,mm,0.0370905745496505
biochemical_ude,4,gic_pred,predictive_support,neural_rate,0.0018994735543157186
biochemical_ude,4,gic_pred,predictive_support,ude_mm,0.9498791568114682
biochemical_ude,4,gic_evid,equal_prior_posterior_approximation,haldane,0.006542617077060802
biochemical_ude,4,gic_evid,equal_prior_posterior_approximation,mm,0.5095082681951498
biochemical_ude,4,gic_evid,equal_prior_posterior_approximation,neural_rate,6.564727929714671e-11
biochemical_ude,4,gic_evid,equal_prior_posterior_approximation,ude_mm,0.4839491146621421
biochemical_ude,5,gic_pred,predictive_support,haldane,0.0003947824583262385
biochemical_ude,5,gic_pred,predictive_support,mm,0.002572912514976326
biochemical_ude,5,gic_pred,predictive_support,neural_rate,0.0006663026107556714
biochemical_ude,5,gic_pred,predictive_support,ude_mm,0.9963660024159418
biochemical_ude,5,gic_evid,equal_prior_posterior_approximation,haldane,0.000517548941757761
biochemical_ude,5,gic_evid,equal_prior_posterior_approximation,mm,0.09113000751970689
biochemical_ude,5,gic_evid,equal_prior_posterior_approximation,neural_rate,1.0907721256389056e-12
biochemical_ude,5,gic_evid,equal_prior_posterior_approximation,ude_mm,0.9083524435374445
biochemical_ude,6,gic_pred,predictive_support,haldane,0.042184506532269433
biochemical_ude,6,gic_pred,predictive_support,mm,0.17067507180092598
biochemical_ude,6,gic_pred,predictive_support,neural_rate,0.006162939839791715
biochemical_ude,6,gic_pred,predictive_support,ude_mm,0.7809774818270129
biochemical_ude,6,gic_evid,equal_prior_posterior_approximation,haldane,0.005382256822674879
biochemical_ude,6,gic_evid,equal_prior_posterior_approximation,mm,0.48915914601233185
biochemical_ude,6,gic_evid,equal_prior_posterior_approximation,neural_rate,8.614908428234709e-13
biochemical_ude,6,gic_evid,equal_prior_posterior_approximation,ude_mm,0.5054585971641319
biochemical_ude,7,gic_pred,predictive_support,haldane,0.02865768629404948
biochemical_ude,7,gic_pred,predictive_support,mm,0.11672268441457202
biochemical_ude,7,gic_pred,predictive_support,neural_rate,0.008616770035413633
biochemical_ude,7,gic_pred,predictive_support,ude_mm,0.8460028592559647
biochemical_ude,7,gic_evid,equal_prior_posterior_approximation,haldane,0.006236943013107176
biochemical_ude,7,gic_evid,equal_prior_posterior_approximation,mm,0.5506863592880639
biochemical_ude,7,gic_evid,equal_prior_posterior_approximation,neural_rate,5.5586859279719204e-11
biochemical_ude,7,gic_evid,equal_prior_posterior_approximation,ude_mm,0.44307669764324215
biochemical_ude,8,gic_pred,predictive_support,haldane,0.41607629075827596
biochemical_ude,8,gic_pred,predictive_support,mm,0.28889828099167963
biochemical_ude,8,gic_pred,predictive_support,neural_rate,0.006042980648610266
biochemical_ude,8,gic_pred,predictive_support,ude_mm,0.28898244760143404
biochemical_ude,8,gic_evid,equal_prior_posterior_approximation,haldane,0.045537688329545904
biochemical_ude,8,gic_evid,equal_prior_posterior_approximation,mm,0.48064001499356085
biochemical_ude,8,gic_evid,equal_prior_posterior_approximation,neural_rate,9.668935639943757e-12
biochemical_ude,8,gic_evid,equal_prior_posterior_approximation,ude_mm,0.4738222966672243
biochemical_ude,9,gic_pred,predictive_support,haldane,0.07023323598709098
biochemical_ude,9,gic_pred,predictive_support,mm,0.2557004774485501
biochemical_ude,9,gic_pred,predictive_support,neural_rate,0.041589314419132384
biochemical_ude,9,gic_pred,predictive_support,ude_mm,0.6324769721452266
biochemical_ude,9,gic_evid,equal_prior_posterior_approximation,haldane,0.007642278121761569
biochemical_ude,9,gic_evid,equal_prior_posterior_approximation,mm,0.5879694451805177
biochemical_ude,9,gic_evid,equal_prior_posterior_approximation,neural_rate,3.17374192932792e-10
biochemical_ude,9,gic_evid,equal_prior_posterior_approximation,ude_mm,0.4043882763803465
biochemical_ude,10,gic_pred,predictive_support,haldane,0.00032732181113312653
biochemical_ude,10,gic_pred,predictive_support,mm,0.0020569107050393866
biochemical_ude,10,gic_pred,predictive_support,neural_rate,0.011419318663101646
biochemical_ude,10,gic_pred,predictive_support,ude_mm,0.9861964488207259
biochemical_ude,10,gic_evid,equal_prior_posterior_approximation,haldane,0.00019133775709312997
biochemical_ude,10,gic_evid,equal_prior_posterior_approximation,mm,0.03730764855182486
biochemical_ude,10,gic_evid,equal_prior_posterior_approximation,neural_rate,1.782898791533461e-10
biochemical_ude,10,gic_evid,equal_prior_posterior_approximation,ude_mm,0.962501013512792
biochemical_ude,11,gic_pred,predictive_support,haldane,0.00028988686341592236
biochemical_ude,11,gic_pred,predictive_support,mm,0.001598466511355235
biochemical_ude,11,gic_pred,predictive_support,neural_rate,0.8521440454164158
biochemical_ude,11,gic_pred,predictive_support,ude_mm,0.14596760120881314
biochemical_ude,11,gic_evid,equal_prior_posterior_approximation,haldane,0.0006310601673424465
biochemical_ude,11,gic_evid,equal_prior_posterior_approximation,mm,0.10326608312485179
biochemical_ude,11,gic_evid,equal_prior_posterior_approximation,neural_rate,1.155914334509815e-06
biochemical_ude,11,gic_evid,equal_prior_posterior_approximation,ude_mm,0.8961017007934712
biochemical_ude,12,gic_pred,predictive_support,haldane,0.10520264804226073
